symbol,timeframe,asset_class,n_models,n_bars,n_train,n_val,n_test,label_down,label_neutral,label_up,n_buy,n_sell,n_trades,win_rate,net_return,ann_return,sharpe,max_drawdown,mean_conf,status,elapsed_s
ARB/USD,15m,crypto,9,16681,10008,3336,3337,4313,1271,4424,492,0,78,0.2949,-0.0602,-0.4792,-6.044,-0.0633,0.7788,- LOSS,264.7
ARB/USD,30m,crypto,9,9005,5403,1801,1801,2154,897,2352,185,77,43,0.3953,-0.0085,-0.0797,-0.592,-0.0246,0.757,- LOSS,144.1
ARB/USD,1h,crypto,9,9257,5554,1851,1852,1884,1929,1741,269,0,43,0.3488,-0.0284,-0.1275,-1.252,-0.0664,0.721,- LOSS,147.1
ARB/USD,4h,crypto,9,4567,2740,913,914,426,1924,390,51,9,18,0.2222,-0.0352,-0.0824,-0.696,-0.1049,0.3161,- LOSS,75.0
ARB/USD,12h,crypto,9,1261,756,252,253,57,650,49,0,2,2,0.0,-0.0245,-0.0692,-10.651,-0.0267,0.1753,TOO_FEW_TRADES,33.6
ARB/USD,1d,crypto,9,880,528,176,176,19,488,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,TOO_FEW_TRADES,20.0
OP/USD,15m,crypto,9,16295,9777,3259,3259,3865,1323,4589,211,269,85,0.3294,-0.0568,-0.4666,-6.429,-0.0706,0.6762,- LOSS,259.4
OP/USD,30m,crypto,9,8863,5317,1773,1773,2291,778,2248,117,140,33,0.3333,-0.0167,-0.1529,-1.53,-0.034,0.7907,- LOSS,141.8
OP/USD,1h,crypto,9,9226,5535,1845,1846,1994,1762,1779,268,0,41,0.2439,-0.0692,-0.2883,-1.912,-0.1202,0.7833,- LOSS,146.5
OP/USD,4h,crypto,9,4567,2740,913,914,484,1817,439,0,126,17,0.4706,0.0565,0.1406,1.448,-0.0474,0.4282,* GOOD,75.2
OP/USD,12h,crypto,9,1261,756,252,253,64,637,55,0,4,1,0.0,-0.0121,-0.0345,-6.751,-0.0145,0.2238,TOO_FEW_TRADES,33.5
OP/USD,1d,crypto,9,690,414,138,138,18,375,21,0,1,1,1.0,0.0374,0.1019,2.496,-0.006,0.1112,TOO_FEW_TRADES,16.7
RUNE/USD,15m,crypto,9,11118,6670,2224,2224,3164,872,2634,41,284,45,0.3333,-0.0324,-0.4046,-6.278,-0.0369,0.6276,- LOSS,187.7
RUNE/USD,30m,crypto,9,7895,4737,1579,1579,1846,782,2109,215,13,29,0.3103,-0.0192,-0.1939,-2.044,-0.0231,0.7099,- LOSS,146.1
RUNE/USD,1h,crypto,9,8766,5259,1753,1754,1833,1781,1645,248,7,45,0.2222,-0.0905,-0.3774,-2.167,-0.1283,0.553,- LOSS,184.6
RUNE/USD,4h,crypto,9,4567,2740,913,914,514,1683,543,76,0,22,0.1818,-0.0883,-0.1987,-2.524,-0.0968,0.3379,- LOSS,97.2
RUNE/USD,12h,crypto,9,1261,756,252,253,63,622,71,7,0,3,0.0,-0.0434,-0.1201,-10.79,-0.0434,0.1952,TOO_FEW_TRADES,42.6
RUNE/USD,1d,crypto,9,961,576,192,193,28,511,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1461,TOO_FEW_TRADES,27.0
FIL/USD,15m,crypto,9,16143,9685,3229,3229,3814,1548,4323,475,1,58,0.2414,-0.0597,-0.4872,-7.89,-0.062,0.7257,- LOSS,334.0
FIL/USD,30m,crypto,9,8951,5370,1790,1791,2065,1112,2193,172,88,42,0.3571,-0.0217,-0.1929,-1.813,-0.0312,0.7186,- LOSS,187.4
FIL/USD,1h,crypto,9,9261,5556,1852,1853,1703,2155,1698,262,0,47,0.3191,-0.0441,-0.1919,-2.675,-0.0515,0.5795,- LOSS,192.9
FIL/USD,4h,crypto,9,4567,2740,913,914,412,1906,422,116,0,25,0.24,-0.1066,-0.2368,-1.615,-0.1371,0.4596,- LOSS,98.7
FIL/USD,12h,crypto,9,1261,756,252,253,47,673,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1362,TOO_FEW_TRADES,40.1
FIL/USD,1d,crypto,9,961,576,192,193,19,532,25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0749,TOO_FEW_TRADES,29.3
XMR/USD,15m,crypto,9,17754,10652,3551,3551,3893,2614,4145,282,242,89,0.382,-0.0423,-0.3471,-4.043,-0.0578,0.6145,- LOSS,368.5
XMR/USD,30m,crypto,9,9157,5494,1831,1832,1576,1864,2054,4,261,21,0.2857,-0.0182,-0.1614,-1.315,-0.0469,0.6875,- LOSS,191.6
XMR/USD,1h,crypto,9,9271,5562,1854,1855,1068,3277,1217,0,267,47,0.2979,-0.0592,-0.2502,-2.766,-0.0733,0.7257,- LOSS,193.4
XMR/USD,4h,crypto,9,4567,2740,913,914,197,2370,173,17,4,8,0.5,0.0531,0.132,1.477,-0.0404,0.264,* GOOD,97.4
XMR/USD,12h,crypto,9,1261,756,252,253,16,726,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0821,TOO_FEW_TRADES,40.9
XMR/USD,1d,crypto,9,961,576,192,193,5,563,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0148,TOO_FEW_TRADES,26.0
ZEC/USD,15m,crypto,9,16528,9916,3306,3306,3888,962,5066,487,0,63,0.2857,-0.0734,-0.5541,-6.061,-0.0734,0.8884,- LOSS,341.4
ZEC/USD,30m,crypto,9,8802,5281,1760,1761,2207,1034,2040,47,209,33,0.303,-0.0243,-0.2168,0.642,-0.3775,0.7774,- LOSS,183.4
ZEC/USD,1h,crypto,9,9247,5548,1849,1850,1691,2124,1733,0,269,24,0.4167,0.0085,0.041,0.289,-0.1119,0.5503,+ MARGINAL,192.3
ZEC/USD,4h,crypto,9,4567,2740,913,914,390,1889,461,0,129,16,0.375,0.0126,0.0304,0.336,-0.0596,0.4449,+ MARGINAL,97.9
ZEC/USD,12h,crypto,9,1261,756,252,253,51,641,64,0,8,2,0.5,-0.0021,-0.0059,-0.744,-0.0146,0.2246,TOO_FEW_TRADES,39.6
ZEC/USD,1d,crypto,9,961,576,192,193,17,533,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.165,TOO_FEW_TRADES,26.1
DASH/USD,15m,crypto,9,14328,8596,2866,2866,3710,907,3979,421,0,52,0.3462,-0.0238,-0.2551,-2.266,-0.0354,0.5904,- LOSS,309.7
DASH/USD,30m,crypto,9,7312,4387,1462,1463,1739,873,1775,0,211,42,0.3571,-0.0299,-0.3046,-2.542,-0.0424,0.8198,- LOSS,154.0
DASH/USD,1h,crypto,9,8914,5348,1783,1783,1494,2338,1516,0,259,38,0.4474,0.0376,0.1991,1.877,-0.0438,0.8194,* GOOD,186.2
DASH/USD,4h,crypto,9,4564,2738,913,913,338,2103,297,94,13,17,0.2941,-0.0032,-0.0076,0.114,-0.1273,0.4199,- LOSS,97.3
DASH/USD,12h,crypto,9,1261,756,252,253,45,677,34,0,17,3,0.6667,0.0385,0.1151,4.909,-0.0466,0.279,TOO_FEW_TRADES,40.5
DASH/USD,1d,crypto,9,961,576,192,193,20,541,15,0,12,3,0.3333,-0.039,-0.0725,-0.327,-0.1165,0.2782,TOO_FEW_TRADES,28.0
EUR/USD,15m,forex,9,17760,10656,3552,3552,732,9371,553,22,0,8,0.0,-0.0074,-0.0707,-7.074,-0.0083,0.0703,- LOSS,431.9
EUR/USD,30m,forex,9,9157,5494,1831,1832,194,5029,271,0,9,3,0.0,-0.0026,-0.0249,-5.267,-0.0026,0.0538,TOO_FEW_TRADES,190.1
EUR/USD,1h,forex,9,9272,5563,1854,1855,0,5526,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,527.6
EUR/USD,4h,forex,9,4567,2740,913,914,0,2740,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,349.3
EUR/USD,12h,forex,9,1261,756,252,253,0,756,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,111.5
EUR/USD,1d,forex,9,961,576,192,193,0,576,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,85.5
GBP/USD,15m,forex,9,17759,10655,3552,3552,709,9623,323,0,149,61,0.0,-0.0536,-0.419,-34.477,-0.0536,0.2316,- LOSS,339.7
GBP/USD,30m,forex,9,9157,5494,1831,1832,89,5194,211,15,2,6,0.0,-0.0071,-0.0663,-6.12,-0.0071,0.0811,- LOSS,144.5
GBP/USD,1h,forex,9,9272,5563,1854,1855,1,5560,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0001,TOO_FEW_TRADES,411.7
GBP/USD,4h,forex,9,4568,2740,914,914,0,2740,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,258.4
GBP/USD,12h,forex,9,1261,756,252,253,0,756,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,83.6
GBP/USD,1d,forex,9,961,576,192,193,0,576,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,63.0
AUD/USD,15m,forex,9,17592,10555,3518,3519,793,9075,687,8,11,7,0.0,-0.0073,-0.0707,-11.196,-0.0073,0.1169,- LOSS,276.1
AUD/USD,30m,forex,9,9145,5487,1829,1829,144,5016,327,0,3,2,0.0,-0.0023,-0.0219,-4.154,-0.0023,0.0591,TOO_FEW_TRADES,145.9
AUD/USD,1h,forex,9,9271,5562,1854,1855,29,5505,28,0,2,1,0.0,-0.0024,-0.0114,-2.199,-0.0041,0.0077,TOO_FEW_TRADES,146.6
AUD/USD,4h,forex,9,4567,2740,913,914,5,2734,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,278.3
AUD/USD,12h,forex,9,1261,756,252,253,1,755,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,109.9
AUD/USD,1d,forex,9,961,576,192,193,0,576,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TOO_FEW_TRADES,82.6
